New York,10009,342.40,1,11,55,NY,14th str.,1965
New York,10009,352.65,1,11,49,NY,14th str.,1965
New York,10009,356.46,1,11,48,NY,14th str.,1966
New York,10009,357.57,1,11,48,NY,14th str.,1966
New York,10009,363.78,1,11,46,NY,14th str.,1966
New York,10009,368.11,1,11,46,NY,14th str.,1966
New York,10009,372.63,1,11,45,NY,14th str.,1967
New York,10009,374.65,1,11,45,NY,14th str.,1967
New York,10009,377.36,1,11,45,NY,14th str.,1967
New York,10009,379.74,1,11,44,NY,14th str.,1967
New York,10009,381.63,1,11,44,NY,14th str.,1968
New York,10009,392.60,1,11,44,NY,14th str.,1968
New York,10009,393.37,1,11,43,NY,14th str.,1969
New York,10009,394.93,1,11,43,NY,14th str.,1969
New York,10009,395.24,1,11,43,NY,14th str.,1969
New York,10009,398.43,1,11,43,NY,14th str.,1969
New York,10009,398.57,1,11,43,NY,14th str.,1969
New York,10009,403.83,1,11,42,NY,14th str.,1969
New York,10009,404.82,1,11,42,NY,14th str.,1969
New York,10009,405.69,1,11,42,NY,14th str.,1970
New York,10009,407.75,1,11,42,NY,14th str.,1970
New York,10009,408.17,1,11,42,NY,14th str.,1970
New York,10009,408.81,1,11,41,NY,14th str.,1970
New York,10009,409.02,1,11,41,NY,14th str.,1970
New York,10009,410.89,1,11,41,NY,14th str.,1970
New York,10009,411.93,1,11,41,NY,14th str.,1971
New York,10009,414.91,1,11,41,NY,14th str.,1971
New York,10009,414.94,1,11,41,NY,14th str.,1971
New York,10009,415.05,1,11,41,NY,14th str.,1971
New York,10009,415.27,1,11,41,NY,14th str.,1971
New York,10009,415.65,1,11,41,NY,14th str.,1971
New York,10009,417.03,1,11,41,NY,14th str.,1971
New York,10009,419.09,1,11,41,NY,14th str.,1971
New York,10009,419.10,1,11,41,NY,14th str.,1971
New York,10009,419.11,1,11,41,NY,14th str.,1971
New York,10009,420.00,1,11,41,NY,14th str.,1971
New York,10009,420.61,1,11,41,NY,14th str.,1971
New York,10009,420.96,1,11,41,NY,14th str.,1971
New York,10009,423.28,1,11,41,NY,14th str.,1971
New York,10009,424.46,1,11,41,NY,14th str.,1971
New York,10009,427.09,1,11,41,NY,14th str.,1971
New York,10009,428.31,1,11,40,NY,14th str.,1972
New York,10009,428.68,1,11,40,NY,14th str.,1972
New York,10009,429.09,1,11,40,NY,14th str.,1972
New York,10009,429.10,1,11,40,NY,14th str.,1972
New York,10009,430.23,1,11,40,NY,14th str.,1972
New York,10009,430.47,1,11,40,NY,14th str.,1972
New York,10009,432.06,1,11,40,NY,14th str.,1972
New York,10009,432.87,1,11,40,NY,14th str.,1972
New York,10009,433.03,1,11,39,NY,14th str.,1972
New York,10009,433.11,1,11,39,NY,14th str.,1972
New York,10009,433.13,1,11,39,NY,14th str.,1972
New York,10009,433.23,1,11,39,NY,14th str.,1972
New York,10009,433.25,1,11,39,NY,14th str.,1972
New York,10009,434.44,1,11,39,NY,14th str.,1972
New York,10009,435.23,1,11,39,NY,14th str.,1972
New York,10009,435.37,1,11,39,NY,14th str.,1972
New York,10009,435.66,1,11,39,NY,14th str.,1972
New York,10009,435.98,1,11,39,NY,14th str.,1972
New York,10009,437.61,1,11,39,NY,14th str.,1972
New York,10009,438.40,1,11,39,NY,14th str.,1972
New York,10009,438.94,1,11,39,NY,14th str.,1972
New York,10009,439.12,1,11,39,NY,14th str.,1972
New York,10009,440.84,1,11,39,NY,14th str.,1973
New York,10009,441.27,1,11,38,NY,14th str.,1973
New York,10009,441.55,1,11,38,NY,14th str.,1973
New York,10009,443.06,1,11,38,NY,14th str.,1973
New York,10009,443.18,1,11,38,NY,14th str.,1973
New York,10009,444.75,1,11,38,NY,14th str.,1973
New York,10009,445.46,1,11,38,NY,14th str.,1973
New York,10009,446.06,1,11,38,NY,14th str.,1973
New York,10009,446.19,1,11,38,NY,14th str.,1973
New York,10009,447.14,1,11,38,NY,14th str.,1973
New York,10009,447.34,1,11,38,NY,14th str.,1973
New York,10009,449.12,1,11,38,NY,14th str.,1973
New York,10009,449.79,1,11,38,NY,14th str.,1973
New York,10009,450.09,1,11,38,NY,14th str.,1973
New York,10009,450.15,1,11,38,NY,14th str.,1973
New York,10009,450.25,1,11,38,NY,14th str.,1973
New York,10009,451.71,1,11,38,NY,14th str.,1973
New York,10009,451.72,1,11,38,NY,14th str.,1973
New York,10009,451.88,1,11,38,NY,14th str.,1973
New York,10009,452.59,1,11,38,NY,14th str.,1973
New York,10009,452.93,1,11,38,NY,14th str.,1973
