New York,10009,332.82,2,97,NY,14th str.,1963
New York,10009,348.58,2,91,NY,14th str.,1964
New York,10009,352.47,2,90,NY,14th str.,1965
New York,10009,377.37,2,90,NY,14th str.,1966
New York,10009,380.44,2,88,NY,14th str.,1966
New York,10009,383.36,2,88,NY,14th str.,1966
New York,10009,391.73,2,85,NY,14th str.,1966
New York,10009,394.69,2,83,NY,14th str.,1967
New York,10009,396.40,2,83,NY,14th str.,1967
New York,10009,398.23,2,82,NY,14th str.,1967
New York,10009,401.28,2,81,NY,14th str.,1968
New York,10009,403.59,2,81,NY,14th str.,1968
New York,10009,405.68,2,80,NY,14th str.,1968
New York,10009,408.95,2,80,NY,14th str.,1968
New York,10009,409.09,2,80,NY,14th str.,1969
New York,10009,409.31,2,79,NY,14th str.,1969
New York,10009,410.19,2,79,NY,14th str.,1970
New York,10009,416.33,2,79,NY,14th str.,1970
New York,10009,417.90,2,79,NY,14th str.,1970
New York,10009,420.44,2,79,NY,14th str.,1970
New York,10009,420.64,2,78,NY,14th str.,1970
New York,10009,423.17,2,78,NY,14th str.,1970
New York,10009,423.64,2,77,NY,14th str.,1971
New York,10009,427.50,2,77,NY,14th str.,1971
New York,10009,428.81,2,77,NY,14th str.,1971
New York,10009,429.26,2,77,NY,14th str.,1971
New York,10009,429.93,2,77,NY,14th str.,1971
New York,10009,431.96,2,76,NY,14th str.,1971
New York,10009,432.42,2,76,NY,14th str.,1971
New York,10009,433.38,2,76,NY,14th str.,1971
New York,10009,433.63,2,75,NY,14th str.,1971
New York,10009,434.56,2,75,NY,14th str.,1971
New York,10009,434.96,2,74,NY,14th str.,1971
New York,10009,435.18,2,74,NY,14th str.,1971
New York,10009,435.38,2,74,NY,14th str.,1971
New York,10009,435.65,2,74,NY,14th str.,1971
New York,10009,435.75,2,74,NY,14th str.,1971
New York,10009,436.18,2,74,NY,14th str.,1971
New York,10009,436.59,2,74,NY,14th str.,1971
New York,10009,437.04,2,74,NY,14th str.,1971
New York,10009,437.73,2,73,NY,14th str.,1972
New York,10009,437.82,2,73,NY,14th str.,1972
New York,10009,438.01,2,73,NY,14th str.,1972
New York,10009,440.03,2,73,NY,14th str.,1972
New York,10009,440.61,2,73,NY,14th str.,1972
New York,10009,440.91,2,73,NY,14th str.,1972
New York,10009,441.17,2,73,NY,14th str.,1972
New York,10009,443.58,2,73,NY,14th str.,1972
New York,10009,444.02,2,73,NY,14th str.,1972
New York,10009,444.64,2,73,NY,14th str.,1972
New York,10009,444.78,2,72,NY,14th str.,1972
New York,10009,445.06,2,72,NY,14th str.,1972
New York,10009,445.60,2,72,NY,14th str.,1973
New York,10009,445.68,2,72,NY,14th str.,1973
New York,10009,447.18,2,72,NY,14th str.,1973
New York,10009,447.32,2,72,NY,14th str.,1973
New York,10009,448.93,2,72,NY,14th str.,1973
New York,10009,449.24,2,72,NY,14th str.,1973
New York,10009,450.39,2,72,NY,14th str.,1973
New York,10009,451.96,2,71,NY,14th str.,1973
New York,10009,452.67,2,71,NY,14th str.,1973
New York,10009,453.15,2,71,NY,14th str.,1973
New York,10009,453.88,2,71,NY,14th str.,1973
New York,10009,455.39,2,71,NY,14th str.,1973
New York,10009,455.54,2,71,NY,14th str.,1973
New York,10009,455.64,2,71,NY,14th str.,1973
New York,10009,455.74,2,71,NY,14th str.,1973
New York,10009,455.80,2,71,NY,14th str.,1973
New York,10009,456.03,2,71,NY,14th str.,1973
New York,10009,456.95,2,71,NY,14th str.,1973
New York,10009,457.09,2,71,NY,14th str.,1973
New York,10009,457.70,2,71,NY,14th str.,1973
New York,10009,458.67,2,70,NY,14th str.,1973
New York,10009,458.79,2,70,NY,14th str.,1973
New York,10009,459.06,2,70,NY,14th str.,1973
New York,10009,459.37,2,70,NY,14th str.,1973
New York,10009,459.46,2,70,NY,14th str.,1973
New York,10009,459.69,2,70,NY,14th str.,1973
New York,10009,459.77,2,70,NY,14th str.,1973
New York,10009,461.05,2,70,NY,14th str.,1974
New York,10009,461.11,2,70,NY,14th str.,1974
New York,10009,461.37,2,70,NY,14th str.,1974
New York,10009,461.52,2,70,NY,14th str.,1974
New York,10009,461.67,2,70,NY,14th str.,1974
New York,10009,462.17,2,70,NY,14th str.,1974
New York,10009,462.42,2,70,NY,14th str.,1974
New York,10009,463.24,2,70,NY,14th str.,1974
New York,10009,463.68,2,69,NY,14th str.,1974
New York,10009,464.01,2,69,NY,14th str.,1974
New York,10009,465.63,2,69,NY,14th str.,1974
New York,10009,465.64,2,69,NY,14th str.,1974
New York,10009,465.70,2,69,NY,14th str.,1974
New York,10009,466.27,2,69,NY,14th str.,1974
New York,10009,466.42,2,69,NY,14th str.,1974
New York,10009,468.47,2,68,NY,14th str.,1974
New York,10009,468.76,2,68,NY,14th str.,1974
New York,10009,469.04,2,68,NY,14th str.,1974
New York,10009,469.71,2,68,NY,14th str.,1974
New York,10009,470.01,2,68,NY,14th str.,1974
New York,10009,470.18,2,68,NY,14th str.,1974
New York,10009,470.26,2,68,NY,14th str.,1974
New York,10009,470.43,2,68,NY,14th str.,1974
New York,10009,470.43,2,68,NY,14th str.,1974
New York,10009,470.43,2,68,NY,14th str.,1974
New York,10009,470.45,2,68,NY,14th str.,1974
New York,10009,471.03,2,68,NY,14th str.,1974
New York,10009,471.05,2,68,NY,14th str.,1974
New York,10009,472.24,2,68,NY,14th str.,1974
New York,10009,472.31,2,68,NY,14th str.,1974
New York,10009,472.35,2,68,NY,14th str.,1974
New York,10009,472.39,2,68,NY,14th str.,1974
New York,10009,472.54,2,67,NY,14th str.,1974
New York,10009,472.76,2,67,NY,14th str.,1974
New York,10009,472.94,2,67,NY,14th str.,1974
New York,10009,474.03,2,67,NY,14th str.,1974
New York,10009,474.10,2,67,NY,14th str.,1974
New York,10009,474.43,2,67,NY,14th str.,1974
